coach_id,coach_url,short_name,long_name,dob,nationality_name,coach_face_url,nation_flag_url
95726,/coach/95726/thiago-motta/,T. Motta,Thiago Motta,1982-08-28,Italy,https://cdn.sportmonks.com/images/soccer/players/14/95726.png,https://cdn.sofifa.net/flags/it.png
95782,/coach/95782/adrian-mutu/,A. Mutu,Adrian Mutu,1979-01-08,Romania,https://cdn.sportmonks.com/images/soccer/players/6/95782.png,https://cdn.sofifa.net/flags/ro.png
97031,/coach/97031/alexandre-dujeux/,A. Dujeux,Alexandre Dujeux,1976-08-01,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
98545,/coach/98545/ande-dona-ndoh/,A. Dona N'Doh,Ande Dona N'Doh,1986-05-22,Cameroon,https://cdn.sportmonks.com/images/soccer/players/17/98545.png,https://cdn.sofifa.net/flags/cm.png
101150,/coach/101150/stephane-masala/,S. Masala,Stéphane Masala,1976-08-30,France,https://cdn.sportmonks.com/images/soccer/players/30/101150.png,https://cdn.sofifa.net/flags/fr.png
106189,/coach/106189/francisco-javier-munoz-llompart/,F. Muñoz Llompart,Francisco Javier Muñoz Llompart,1980-09-05,Spain,https://cdn.sportmonks.com/images/soccer/players/13/106189.png,https://cdn.sofifa.net/flags/es.png
107256,/coach/107256/israel-alejandro-damonte/,I. Damonte,Israel Alejandro Damonte,1982-01-06,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
107439,/coach/107439/enzo-maresca/,E. Maresca,Enzo Maresca,1980-02-10,Italy,https://cdn.sportmonks.com/images/soccer/players/15/107439.png,https://cdn.sofifa.net/flags/it.png
107528,/coach/107528/washington-sebastian-abreu-gallo/,W. Abreu Gallo,Washington Sebastián Abreu Gallo,1976-10-17,Uruguay,https://cdn.sportmonks.com/images/soccer/players/8/107528.png,https://cdn.sofifa.net/flags/uy.png
107635,/coach/107635/nicolae-constantin-dica/,N. Dică,Nicolae Constantin Dică,1980-05-09,Romania,https://cdn.sportmonks.com/images/soccer/players/19/107635.png,https://cdn.sofifa.net/flags/ro.png
107983,/coach/107983/erol-bulut/,E. Bulut,Erol Bulut,1975-01-30,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
108499,/coach/108499/aleksandar-vukovic/,A. Vukovic,Aleksandar Vukovic,1979-08-25,Serbia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/rs.png
108880,/coach/108880/vasco-manuel-vilhena-faisca-teixeira/,V. Faisca Teixeira,Vasco Manuel Vilhena Faisca Teixeira,1980-08-27,Portugal,https://cdn.sportmonks.com/images/soccer/players/16/108880.png,https://cdn.sofifa.net/flags/pt.png
109688,/coach/109688/diego-hernan-martinez/,D. Martínez,Diego Hernán Martínez,1978-11-16,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
120141,/coach/120141/pavel-dochev/,P. Dochev,Pavel Dochev,1965-09-28,Bulgaria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/bg.png
120315,/coach/120315/ruaidhri-higgins/,R. Higgins,Ruaidhri Higgins,1984-10-23,Northern Ireland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-nir.png
120469,/coach/120469/john-russell/,J. Russell,John Russell,1985-05-18,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/21/120469.png,https://cdn.sofifa.net/flags/ie.png
120666,/coach/120666/stephen-odonnell/,S. O'Donnell,Stephen O'Donnell,1986-01-15,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/26/120666.png,https://cdn.sofifa.net/flags/ie.png
120668,/coach/120668/ian-ryan/,I. Ryan,Ian Ryan,1987-06-09,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/28/120668.png,https://cdn.sofifa.net/flags/ie.png
120714,/coach/120714/gary-cronin/,G. Cronin,Gary Cronin,1979-03-16,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/10/120714.png,https://cdn.sofifa.net/flags/ie.png
120775,/coach/120775/stephen-bradley/,S. Bradley,Stephen Bradley,1984-11-19,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/7/120775.png,https://cdn.sofifa.net/flags/ie.png
121795,/coach/121795/tim-clancy/,T. Clancy,Tim Clancy,1984-06-08,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/3/121795.png,https://cdn.sofifa.net/flags/ie.png
126283,/coach/126283/mihai-doru-pintilii/,M. Pintilii,Mihai Doru Pintilii,1984-11-09,Romania,https://cdn.sportmonks.com/images/soccer/players/11/126283.png,https://cdn.sofifa.net/flags/ro.png
127495,/coach/127495/filippo-inzaghi/,F. Inzaghi,Filippo Inzaghi,1973-08-09,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
127536,/coach/127536/mario-frick/,M. Frick,Mario Frick,1974-09-07,Liechtenstein,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/li.png
127597,/coach/127597/dejan-stankovic/,D. Stankovic,Dejan Stankovic,1978-11-09,Serbia,https://cdn.sportmonks.com/images/soccer/players/13/127597.png,https://cdn.sofifa.net/flags/rs.png
127611,/coach/127611/lionel-sebastian-scaloni/,L. Scaloni,Lionel Sebastián Scaloni,1978-05-16,Argentina,https://cdn.sportmonks.com/images/soccer/players/27/127611.png,https://cdn.sofifa.net/flags/ar.png
127616,/coach/127616/paolo-zanetti/,P. Zanetti,Paolo Zanetti,1982-12-16,Italy,https://cdn.sportmonks.com/images//soccer/coaches/0/127616.png,https://cdn.sofifa.net/flags/it.png
127755,/coach/127755/paolo-bianco/,P. Bianco,Paolo Bianco,1977-08-20,Italy,https://cdn.sportmonks.com/images/soccer/players/11/127755.png,https://cdn.sofifa.net/flags/it.png
127771,/coach/127771/alberto-gilardino/,A. Gilardino,Alberto Gilardino,1982-07-05,Italy,https://cdn.sportmonks.com/images/soccer/players/27/127771.png,https://cdn.sofifa.net/flags/it.png
127811,/coach/127811/andrea-soncin/,A. Soncin,Andrea Soncin,1978-09-05,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
127840,/coach/127840/fabio-caserta/,F. Caserta,Fabio Caserta,1978-09-24,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
127886,/coach/127886/luis-diego-lopez-breijo/,L. López Breijo,Luis Diego López Breijo,1974-08-22,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
127965,/coach/127965/ivan-gennaro-gattuso/,I. Gattuso,Ivan Gennaro Gattuso,1978-01-09,Italy,https://cdn.sportmonks.com/images/soccer/players/29/127965.png,https://cdn.sofifa.net/flags/it.png
127980,/coach/127980/ivan-juric/,I. Juric,Ivan Juric,1975-08-25,Croatia,https://cdn.sportmonks.com/images//soccer/coaches/12/127980.png,https://cdn.sofifa.net/flags/hr.png
127989,/coach/127989/andrea-pirlo/,A. Pirlo,Andrea Pirlo,1979-05-19,Italy,https://cdn.sportmonks.com/images/soccer/players/21/127989.png,https://cdn.sofifa.net/flags/it.png
128120,/coach/128120/aimo-diana/,A. Diana,Aimo Diana,1978-01-02,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
128160,/coach/128160/simone-inzaghi/,S. Inzaghi,Simone Inzaghi,1976-04-05,Italy,https://cdn.sportmonks.com/images//soccer/coaches/0/128160.png,https://cdn.sofifa.net/flags/it.png
128192,/coach/128192/daniele-gastaldello/,D. Gastaldello,Daniele Gastaldello,1983-06-25,Italy,https://cdn.sportmonks.com/images/soccer/players/0/128192.png,https://cdn.sofifa.net/flags/it.png
128261,/coach/128261/vincenzo-italiano/,V. Italiano,Vincenzo Italiano,1977-12-10,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
128295,/coach/128295/raffaele-palladino/,R. Palladino,Raffaele Palladino,1984-04-17,Italy,https://cdn.sportmonks.com/images/soccer/players/7/128295.png,https://cdn.sofifa.net/flags/it.png
128311,/coach/128311/alessandro-agostini/,A. Agostini,Alessandro Agostini,1979-07-23,Italy,https://cdn.sportmonks.com/images/soccer/players/23/128311.png,https://cdn.sofifa.net/flags/it.png
128470,/coach/128470/massimo-paci/,M. Paci,Massimo Paci,1978-05-09,Italy,https://cdn.sportmonks.com/images/soccer/players/22/128470.png,https://cdn.sofifa.net/flags/it.png
128851,/coach/128851/fernando-ruben-gago/,F. Gago,Fernando Rubén Gago,1986-04-10,Argentina,https://cdn.sportmonks.com/images/soccer/players/19/128851.png,https://cdn.sofifa.net/flags/ar.png
130460,/coach/130460/william-viali/,W. Viali,William Viali,1974-11-16,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
130523,/coach/130523/gennaro-volpe/,G. Volpe,Gennaro Volpe,1981-02-17,Italy,https://cdn.sportmonks.com/images/soccer/players/27/130523.png,https://cdn.sofifa.net/flags/it.png
130528,/coach/130528/fabio-pecchia/,F. Pecchia,Fabio Pecchia,1973-08-24,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
131125,/coach/131125/edoardo-gorini/,E. Gorini,Edoardo Gorini,1974-02-28,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
131252,/coach/131252/roberto-daversa/,R. D'Aversa,Roberto D'Aversa,1975-08-12,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
133534,/coach/133534/gustavo-adolfo-munua-vera/,G. Munúa Vera,Gustavo Adolfo Munúa Vera,1978-01-27,Uruguay,https://cdn.sportmonks.com/images/soccer/players/30/133534.png,https://cdn.sofifa.net/flags/uy.png
134562,/coach/134562/marius-marian-croitoru/,M. Croitoru,Marius Marian Croitoru,1980-10-02,Romania,https://cdn.sportmonks.com/images/soccer/players/2/134562.png,https://cdn.sofifa.net/flags/ro.png
149978,/coach/149978/eirik-bakke/,E. Bakke,Eirik Bakke,1977-09-13,Norway,https://cdn.sportmonks.com/images/soccer/players/26/149978.png,https://cdn.sofifa.net/flags/no.png
152235,/coach/152235/eirik-horneland/,E. Horneland,Eirik Horneland,1975-03-14,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
153005,/coach/153005/bjarte-lunde-aarsheim/,B. Lunde Aarsheim,Bjarte Lunde Aarsheim,1975-01-14,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
153793,/coach/153793/wojciech-lobodzinski/,W. Łobodziński,Wojciech Łobodziński,1982-10-20,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
153980,/coach/153980/pavol-stano/,P. Stano,Pavol Stano,1977-09-29,Slovakia,https://cdn.sportmonks.com/images/soccer/players/28/153980.png,https://cdn.sofifa.net/flags/sk.png
154708,/coach/154708/kamil-kuzera/,K. Kuzera,Kamil Kuzera,1983-03-11,Poland,https://cdn.sportmonks.com/images/soccer/players/20/154708.png,https://cdn.sofifa.net/flags/pl.png
156328,/coach/156328/adam-majewski/,A. Majewski,Adam Majewski,1973-12-24,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
158158,/coach/158158/ruben-filipe-marques-amorim/,R. Amorim,Ruben Filipe Marques Amorim,1985-01-27,Portugal,https://cdn.sportmonks.com/images/soccer/players/14/158158.png,https://cdn.sofifa.net/flags/pt.png
160758,/coach/160758/nelson-alexandre-da-silva-verissimo/,N. da Silva Veríssimo,Nelson Alexandre da Silva Veríssimo,1977-04-17,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
163593,/coach/163593/ilie-poenaru/,I. Poenaru,Ilie Poenaru,1976-11-11,Romania,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ro.png
163743,/coach/163743/mirel-matei-radoi/,M. Radoi,Mirel Matei Radoi,1981-03-22,Romania,https://cdn.sportmonks.com/images/soccer/players/31/163743.png,https://cdn.sofifa.net/flags/ro.png
164110,/coach/164110/abel-gomez-moreno/,A. Gómez Moreno,Abel Gómez Moreno,1982-02-20,Spain,https://cdn.sportmonks.com/images/soccer/players/14/164110.png,https://cdn.sofifa.net/flags/es.png
169214,/coach/169214/sergei-semak/,S. Semak,Sergei Semak,1976-02-27,Russia,https://cdn.sportmonks.com/images/soccer/players/30/169214.png,https://cdn.sofifa.net/flags/ru.png
169272,/coach/169272/roman-sharonov/,R. Sharonov,Roman Sharonov,1976-09-08,Russia,https://cdn.sportmonks.com/images/soccer/players/24/169272.png,https://cdn.sofifa.net/flags/ru.png
171725,/coach/171725/scott-brown/,S. Brown,Scott Brown,1985-06-25,Scotland,https://cdn.sportmonks.com/images/soccer/players/13/171725.png,https://cdn.sofifa.net/flags/gb-sct.png
171878,/coach/171878/steven-hammell/,S. Hammell,Steven Hammell,1982-02-18,Scotland,https://cdn.sportmonks.com/images/soccer/players/6/171878.png,https://cdn.sofifa.net/flags/gb-sct.png
172638,/coach/172638/stuart-kettlewell/,S. Kettlewell,Stuart Kettlewell,1984-06-04,Scotland,https://cdn.sportmonks.com/images/soccer/players/30/172638.png,https://cdn.sofifa.net/flags/gb-sct.png
173023,/coach/173023/alex-neil/,A. Neil,Alex Neil,1981-06-09,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
184794,/coach/184794/sergio-gonzalez-soriano/,S. González Soriano,Sergio González Soriano,1976-11-10,Spain,https://cdn.sportmonks.com/images//soccer/coaches/26/184794.png,https://cdn.sofifa.net/flags/es.png
184942,/coach/184942/xavier-hernandez-creus/,X. Hernández,Xavier Hernández Creus,1980-01-25,Spain,https://cdn.sportmonks.com/images/soccer/players/14/184942.png,https://cdn.sofifa.net/flags/es.png
184988,/coach/184988/gabriel-alejandro-milito/,G. Milito,Gabriel Alejandro Milito,1980-09-07,Argentina,https://cdn.sportmonks.com/images/soccer/players/28/184988.png,https://cdn.sofifa.net/flags/ar.png
184993,/coach/184993/henok-goitom/,H. Goitom,Henok Goitom,1984-09-16,Eritrea,https://cdn.sportmonks.com/images/soccer/players/1/184993.png,https://cdn.sofifa.net/flags/er.png
185049,/coach/185049/leandro-daniel-somoza/,L. Somoza,Leandro Daniel Somoza,1981-01-26,Argentina,https://cdn.sportmonks.com/images/soccer/players/25/185049.png,https://cdn.sofifa.net/flags/ar.png
185095,/coach/185095/ruben-baraja-vegas/,R. Baraja Vegas,Rubén Baraja Vegas,1975-07-11,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
185336,/coach/185336/vicente-moreno-peris/,V. Moreno Peris,Vicente Moreno Peris,1974-10-26,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
185346,/coach/185346/javier-calleja-revilla/,J. Calleja Revilla,Javier Calleja Revilla,1978-05-12,Spain,https://cdn.sportmonks.com/images/soccer/players/2/185346.png,https://cdn.sofifa.net/flags/es.png
186018,/coach/186018/miguel-angel-sanchez-munoz/,M. Sánchez,Miguel Ángel Sánchez Muñoz,1975-10-30,Spain,https://cdn.sportmonks.com/images//soccer/coaches/2/186018.png,https://cdn.sofifa.net/flags/es.png
186071,/coach/186071/paulo-cesar-pezzolano-suarez/,P. Pezzolano Suárez,Paulo César Pezzolano Suárez,1983-04-25,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
186298,/coach/186298/carlos-gonzalez-pena/,C. González Peña,Carlos González Peña,1983-07-28,Spain,https://cdn.sportmonks.com/images/soccer/players/26/186298.png,https://cdn.sofifa.net/flags/es.png
189541,/coach/189541/henrik-rydstrom/,H. Rydström,Henrik Rydström,1976-02-16,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
189568,/coach/189568/christoffer-andersson/,C. Andersson,Christoffer Andersson,1978-10-22,Sweden,https://cdn.sportmonks.com/images/soccer/players/0/189568.png,https://cdn.sofifa.net/flags/se.png
189742,/coach/189742/dan-kristian-haynes/,D. Haynes,Dan Kristian Haynes,1980-12-20,Sweden,https://cdn.sportmonks.com/images/soccer/players/14/189742.png,https://cdn.sofifa.net/flags/se.png
191444,/coach/191444/tobias-solberg/,T. Solberg,Tobias Solberg,1981-05-17,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
191678,/coach/191678/joakim-persson/,J. Persson,Joakim Persson,1975-04-03,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
197318,/coach/197318/alessandro-mangiarratti/,A. Mangiarratti,Alessandro Mangiarratti,1978-09-15,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
198279,/coach/198279/anthony-braizat/,A. Braizat,Anthony Braizat,1977-08-16,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
198883,/coach/198883/mattia-croci-torti/,M. Croci-Torti,Mattia Croci-Torti,1982-04-10,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
199825,/coach/199825/omer-erdogan/,Ö. Erdogan,Ömer Erdogan,1977-05-03,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
200010,/coach/200010/servet-cetin/,S. Çetin,Servet Çetin,1981-03-17,Turkey,https://cdn.sportmonks.com/images/soccer/players/10/200010.png,https://cdn.sofifa.net/flags/tr.png
200087,/coach/200087/rigobert-song-bahanag/,R. Song Bahanag,Rigobert Song Bahanag,1976-07-01,Cameroon,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cm.png
200291,/coach/200291/volkan-demirel/,V. Demirel,Volkan Demirel,1981-10-27,Turkey,https://cdn.sportmonks.com/images/soccer/players/3/200291.png,https://cdn.sofifa.net/flags/tr.png
201088,/coach/201088/fatih-tekke/,F. Tekke,Fatih Tekke,1977-09-09,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
204364,/coach/204364/ruslan-rotan/,R. Rotan,Ruslan Rotan,1981-10-29,Ukraine,https://cdn.sportmonks.com/images/soccer/players/12/204364.png,https://cdn.sofifa.net/flags/ua.png
204726,/coach/204726/mariusz-lewandowski/,M. Lewandowski,Mariusz Lewandowski,1979-05-18,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
211391,/coach/211391/guillermo-martin-farre/,G. Farré,Guillermo Martín Farré,1981-03-16,Argentina,https://cdn.sportmonks.com/images/soccer/players/31/211391.png,https://cdn.sofifa.net/flags/ar.png
212007,/coach/212007/juan-pablo-vojvoda/,J. Vojvoda,Juan Pablo Vojvoda,1975-05-13,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212163,/coach/212163/lucas-alfredo-bovaglio/,L. Bovaglio,Lucas Alfredo Bovaglio,1979-04-19,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212873,/coach/212873/cristian-alberto-gonzalez-peret/,C. González Peret,Cristian Alberto González Peret,1974-08-04,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212901,/coach/212901/jorge-rodrigo-bava/,J. Bava,Jorge Rodrigo Bava,1981-08-02,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
213970,/coach/213970/eduardo-rodrigo-dominguez/,E. Domínguez,Eduardo Rodrigo Domínguez,1978-09-01,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
215856,/coach/215856/rogerio-mucke-ceni/,R. Mücke Ceni,Rogério Mücke Ceni,1973-01-22,Brazil,https://cdn.sportmonks.com/images/soccer/players/16/215856.png,https://cdn.sofifa.net/flags/br.png
216863,/coach/216863/marcio-miranda-freitas-rocha-da-silva/,M. Freitas Rocha da Silva,Marcio Miranda Freitas Rocha da Silva,1981-03-20,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
216896,/coach/216896/pablo-horacio-guinazu/,P. Guiñazú,Pablo Horacio Guiñazú,1978-08-26,Argentina,https://cdn.sportmonks.com/images/soccer/players/0/216896.png,https://cdn.sofifa.net/flags/ar.png
217747,/coach/217747/julio-cesar-caceres-lopez/,J. Cáceres López,Júlio César Cáceres López,1979-10-05,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
227933,/coach/227933/mario-jorge-maciel-pereira-nascimento/,M. Pereira Nascimento,Mario Jorge Maciel Pereira Nascimento,1979-11-11,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
232657,/coach/232657/sebastian-miguel-miranda-cordova/,S. Miranda Córdova,Sebastián Miguel Miranda Córdova,1980-06-26,Chile,https://cdn.sportmonks.com/images/soccer/players/17/232657.png,https://cdn.sofifa.net/flags/cl.png
232710,/coach/232710/esteban-nestor-conde-quintana/,E. Conde Quintana,Esteban Néstor Conde Quintana,1983-03-04,Uruguay,https://cdn.sportmonks.com/images/soccer/players/6/232710.png,https://cdn.sofifa.net/flags/uy.png
232735,/coach/232735/francisco-esteban-arrue-pardo/,F. Arrué Pardo,Francisco Esteban Arrué Pardo,1977-08-07,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
233202,/coach/233202/nicolas-arnaldo-nunez-rojas/,N. Núñez Rojas,Nicolás Arnaldo Núñez Rojas,1984-09-12,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
233380,/coach/233380/hector-hernan-caputto-gomez/,H. Caputto Gómez,Héctor Hernán Caputto Gómez,1974-10-06,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
236047,/coach/236047/mario-humberto-garcia-caboara/,M. García Caboara,Mario Humberto García Caboara,1980-09-14,Mexico,https://cdn.sportmonks.com/images/soccer/players/15/236047.png,https://cdn.sofifa.net/flags/mx.png
251872,/coach/251872/eduardo-german-coudet/,E. Coudet,Eduardo Germán Coudet,1974-09-12,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
251906,/coach/251906/gabriel-ernesto-pereyra-vazquez/,G. Pereyra Vázquez,Gabriel Ernesto Pereyra Vázquez,1978-02-28,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
252486,/coach/252486/rolando-hernan-cristante-mandarino/,R. Cristante Mandarino,Rolando Hernán Cristante Mandarino,1969-09-16,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
252491,/coach/252491/federico-vilar-baudena/,F. Vilar Baudena,Federico Vilar Baudena,1977-05-30,Argentina,https://cdn.sportmonks.com/images/soccer/players/11/252491.png,https://cdn.sofifa.net/flags/ar.png
252596,/coach/252596/gonzalo-pineda-reyes/,G. Pineda Reyes,Gonzalo Pineda Reyes,1982-10-19,Mexico,https://cdn.sportmonks.com/images/soccer/players/20/252596.png,https://cdn.sofifa.net/flags/mx.png
254517,/coach/254517/jose-ignacio-pallas-martinez/,J. Pallas Martínez,José Ignacio Pallas Martínez,1983-01-05,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
257375,/coach/257375/troadio-daniel-duarte/,T. Duarte,Troadio Daniel Duarte,1977-03-04,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
257693,/coach/257693/hernan-rodrigo-lopez-mora/,H. López Mora,Hernán Rodrigo López Mora,1978-01-21,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
260206,/coach/260206/alexander-jesus-medina-reobasco/,A. Medina Reobasco,Alexander Jesús Medina Reobasco,1978-08-08,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
261388,/coach/261388/ezra-hendrickson/,E. Hendrickson,Ezra Hendrickson,1972-01-16,Saint Vincent and the Grenadines,https://cdn.sportmonks.com/images//soccer/coaches/12/261388.png,https://cdn.sofifa.net/flags/vc.png
261421,/coach/261421/pat-noonan/,P. Noonan,Pat Noonan,1980-02-08,United States,https://cdn.sportmonks.com/images/soccer/players/13/261421.png,https://cdn.sofifa.net/flags/us.png
261512,/coach/261512/josh-wolff/,J. Wolff,Josh Wolff,1977-02-25,United States,https://cdn.sportmonks.com/images/soccer/players/8/261512.png,https://cdn.sofifa.net/flags/us.png
286861,/coach/286861/arthur-zwane/,A. Zwane,Arthur Zwane,1973-09-20,South Africa,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/za.png
308200,/coach/308200/satoshi-yamaguchi/,S. Yamaguchi,Satoshi Yamaguchi,1978-04-17,Japan,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/jp.png
308330,/coach/308330/daiki-iwamasa/,D. Iwamasa,Daiki Iwamasa,1982-01-30,Japan,https://cdn.sportmonks.com/images/soccer/players/10/308330.png,https://cdn.sofifa.net/flags/jp.png
311397,/coach/311397/junzhe-zhao/,J. Zhao,Junzhe Zhao,1979-04-18,China PR,https://cdn.sportmonks.com/images/soccer/players/5/311397.png,https://cdn.sofifa.net/flags/cn.png
311623,/coach/311623/jinyu-li/,J. Li,Jinyu Li,1977-06-07,China PR,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cn.png
311753,/coach/311753/tao-chen/,T. Chen,Tao Chen,1985-03-11,China PR,https://cdn.sportmonks.com/images/soccer/players/9/311753.png,https://cdn.sofifa.net/flags/cn.png
317694,/coach/317694/ufuk-talay/,U. Talay,Ufuk Talay,1976-03-26,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
319683,/coach/319683/won-kwon-choi/,W. Choi,Won-Kwon Choi,1981-11-08,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/3/319683.png,https://cdn.sofifa.net/flags/kr.png
319820,/coach/319820/sang-sik-kim/,S. Kim,Sang-Sik Kim,1976-12-17,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/12/319820.png,https://cdn.sofifa.net/flags/kr.png
328728,/coach/328728/kevin-muscat/,K. Muscat,Kevin Muscat,1973-08-07,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
335781,/coach/335781/sergiy-rebrov/,S. Rebrov,Sergiy Rebrov,1974-06-03,Ukraine,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ua.png
344426,/coach/344426/markus-anfang/,M. Anfang,Markus Anfang,1974-06-12,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
